participant_id	age	sex
sub-0001	n/a	n/a
sub-0002	n/a	n/a
sub-0003	n/a	n/a
sub-0004	n/a	n/a
sub-0005	n/a	n/a
sub-0006	n/a	n/a
sub-0007	n/a	n/a
sub-0008	n/a	n/a
sub-0009	n/a	n/a
sub-0010	n/a	n/a
sub-emptyroom	n/a	n/a
